TREEID,OBJECTID,ONSTREET,PARITY,CROSSSTREE,CROSSSTR_1,Location plain text,y,x,TREELOCATI,SITE,TREEPIT,TREECONDIT,DIAMETER,SPECIES,BOROUGH,ZIPCODE,FID_1,COMMDIST
23143,4849,7 AVENUE,even,51 STREET,52 STREET,"5116 7 AVENUE, Brooklyn, NY",-73.9853309, 40.586712,1,1,1,3,7,FRPE,Brooklyn,11220,34,307
35219,8391,LINCOLN PLACE,odd,BERGEN STREET,DEAN STREET,351,-73.9799148966, 40.6835072413793,3,7,1,1,6,QURU,Brooklyn,11217,29,302
36102,8686,NEVINS STREET,odd,DEAN STREET,PACIFIC STREET,450,-73.9826389, 40.685103,1,2,1,1,4,TITO,Brooklyn,11217,29,302
36107,8687,NEVINS STREET,odd,DEAN STREET,PACIFIC STREET,450,-73.9826389, 40.685103,2,2,1,1,5,TITO,Brooklyn,11217,29,302
36104,8690,NEVINS STREET,odd,DEAN STREET,PACIFIC STREET,450,-73.9826389, 40.685103,2,2,1,1,5,TITO,Brooklyn,11217,29,302
36120,8693,NEVINS STREET,even,DEAN STREET,PACIFIC STREET,422,-73.9839895625, 40.6856172,1,2,1,1,4,QUPA,Brooklyn,11217,29,302
36111,8696,NEVINS STREET,odd,DEAN STREET,PACIFIC STREET,450,-73.9826389, 40.685103,3,2,2,1,5,TITO,Brooklyn,11217,29,302
36124,8698,NEVINS STREET,even,DEAN STREET,PACIFIC STREET,110,-73.9833664375, 40.6852591,1,2,1,1,9,TICO,Brooklyn,11217,29,302
36128,8699,NEVINS STREET,even,DEAN STREET,PACIFIC STREET,112,-73.9834045108, 40.6852026,1,1,1,1,7,TICO,Brooklyn,11217,29,302
36135,8701,NEVINS STREET,even,DEAN STREET,PACIFIC STREET,122,-73.9835237, 40.6849928,1,1,1,1,7,TITO,Brooklyn,11217,29,302
36141,8706,NEVINS STREET,even,DEAN STREET,PACIFIC STREET,259,-73.9835545, 40.6849529,1,2,1,1,6,TITO,Brooklyn,11217,29,302
37846,9227,5 AVENUE,odd,STERLING PLACE,ST JOHN'S PLACE,121,-73.9535149, 40.590221,1,1,1,6,14,,Brooklyn,11217,33,306
24420,5258,7 AVENUE,even,ST JOHN'S PLACE,LINCOLN PLACE,186,-73.9743216, 40.6764193,1,2,1,1,18,GIBI,Brooklyn,11217,33,306
24423,5259,7 AVENUE,even,ST JOHN'S PLACE,LINCOLN PLACE,50,-73.9853309, 40.586712,1,1,1,2,3,PRCE,Brooklyn,11217,33,306
24432,5261,7 AVENUE,even,ST JOHN'S PLACE,LINCOLN PLACE,54,-73.9853309, 40.586712,1,1,1,2,9,GIBI,Brooklyn,11217,33,306
24437,5263,7 AVENUE,even,ST JOHN'S PLACE,LINCOLN PLACE,58,-73.9853309, 40.586712,1,1,1,2,9,GIBI,Brooklyn,11217,33,306
24443,5268,7 AVENUE,odd,ST JOHN'S PLACE,LINCOLN PLACE,43,-73.9853309, 40.586712,1,1,1,2,16,GIBI,Brooklyn,11217,33,306
24451,5270,7 AVENUE,odd,ST JOHN'S PLACE,LINCOLN PLACE,55,-73.9853309, 40.586712,1,1,1,3,14,PLAC,Brooklyn,11217,33,306
24441,5272,7 AVENUE,odd,ST JOHN'S PLACE,LINCOLN PLACE,39,-73.9853309, 40.586712,1,1,1,2,9,GIBI,Brooklyn,11217,33,306
24445,5273,7 AVENUE,odd,ST JOHN'S PLACE,LINCOLN PLACE,47,-73.9853309, 40.586712,1,1,1,2,14,GIBI,Brooklyn,11217,33,306
24448,5274,7 AVENUE,odd,ST JOHN'S PLACE,LINCOLN PLACE,53,-73.9853309, 40.586712,1,1,1,2,14,GIBI,Brooklyn,11217,33,306
24457,5275,7 AVENUE,odd,LINCOLN PLACE,BERKELEY PLACE,63,-73.9853309, 40.586712,1,1,1,2,13,GIBI,Brooklyn,11217,33,306
24460,5276,7 AVENUE,odd,LINCOLN PLACE,BERKELEY PLACE,69,-73.9853309, 40.586712,1,1,1,3,3,ACRU,Brooklyn,11217,33,306
24464,5277,7 AVENUE,even,LINCOLN PLACE,BERKELEY PLACE,60,-73.9853309, 40.586712,1,1,1,1,4,ACPL,Brooklyn,11217,33,306
24470,5278,7 AVENUE,even,LINCOLN PLACE,BERKELEY PLACE,64,-73.9853309, 40.586712,1,1,1,2,7,ZESE,Brooklyn,11217,33,306
24473,5279,7 AVENUE,even,LINCOLN PLACE,BERKELEY PLACE,66-68,???, ???,1,1,1,2,7,ZESE,Brooklyn,11217,33,306
24467,5281,7 AVENUE,even,LINCOLN PLACE,BERKELEY PLACE,62,-73.9853309, 40.586712,1,1,1,2,3,UNK,Brooklyn,11217,33,306
36157,8715,DEAN STREET,even,3 AVENUE,NEVINS STREET,397,-73.9780176995, 40.6828551,1,1,1,1,3,TI,Brooklyn,11217,33,306
36159,8716,DEAN STREET,even,3 AVENUE,NEVINS STREET,397,-73.9780176995, 40.6828551,2,5,1,1,16,PLAC,Brooklyn,11217,33,306
37831,9207,5 AVENUE,even,DOUGLASS STREET,DE GRAW STREET,158,-73.9535149, 40.590221,1,1,1,1,15,PYCA,Brooklyn,11217,33,306
37832,9212,5 AVENUE,even,DOUGLASS STREET,DE GRAW STREET,160,-73.9535149, 40.590221,1,1,1,1,13,PYCA,Brooklyn,11217,33,306
37834,9213,5 AVENUE,odd,LINCOLN PLACE,ST JOHN'S PLACE,159,-73.9535149, 40.590221,1,1,1,1,13,PYCA,Brooklyn,11217,33,306
37836,9214,5 AVENUE,odd,LINCOLN PLACE,ST JOHN'S PLACE,155,-73.9535149, 40.590221,1,1,1,1,3,PYCA,Brooklyn,11217,33,306
37838,9215,5 AVENUE,odd,LINCOLN PLACE,ST JOHN'S PLACE,147,-73.9535149, 40.590221,1,1,1,1,14,PYCA,Brooklyn,11217,33,306
37833,9216,5 AVENUE,even,DOUGLASS STREET,DE GRAW STREET,162,-73.9535149, 40.590221,1,1,1,1,12,PYCA,Brooklyn,11217,33,306
37835,9217,5 AVENUE,odd,LINCOLN PLACE,ST JOHN'S PLACE,157,-73.9535149, 40.590221,1,1,1,2,12,PYCA,Brooklyn,11217,33,306
37837,9218,5 AVENUE,odd,LINCOLN PLACE,ST JOHN'S PLACE,151,-73.9535149, 40.590221,1,1,1,1,11,PYCA,Brooklyn,11217,33,306
37839,9219,5 AVENUE,odd,LINCOLN PLACE,ST JOHN'S PLACE,143,-73.9535149, 40.590221,1,1,1,1,3,PYCA,Brooklyn,11217,33,306
37841,9220,5 AVENUE,even,STERLING PLACE,DOUGLASS STREET,140,-73.9535149, 40.590221,1,1,1,6,13,,Brooklyn,11217,33,306
37843,9221,5 AVENUE,even,STERLING PLACE,DOUGLASS STREET,138,-73.9535149, 40.590221,2,5,1,2,11,PYCA,Brooklyn,11217,33,306
37845,9222,5 AVENUE,even,STERLING PLACE,DOUGLASS STREET,138,-73.9535149, 40.590221,4,5,1,1,7,PYCA,Brooklyn,11217,33,306
37847,9223,5 AVENUE,odd,STERLING PLACE,ST JOHN'S PLACE,125,-73.9535149, 40.590221,1,1,1,1,5,QURU,Brooklyn,11217,33,306
37840,9224,5 AVENUE,even,STERLING PLACE,DOUGLASS STREET,142,-73.9535149, 40.590221,1,1,1,1,13,PYCA,Brooklyn,11217,33,306
37842,9225,5 AVENUE,even,STERLING PLACE,DOUGLASS STREET,138,-73.9535149, 40.590221,1,1,1,1,5,QUPA,Brooklyn,11217,33,306
37844,9226,5 AVENUE,even,STERLING PLACE,DOUGLASS STREET,138,-73.9535149, 40.590221,3,5,1,1,4,QUPA,Brooklyn,11217,33,306
37848,9228,BERKELEY PLACE,even,6 AVENUE,5 AVENUE,188,-73.9853309, 40.586712,1,2,1,3,22,PLAC,Brooklyn,11217,33,306
37850,9229,BERKELEY PLACE,even,6 AVENUE,5 AVENUE,62,-73.9782869687, 40.67619285,1,1,1,2,20,PLAC,Brooklyn,11217,33,306
37852,9230,BERKELEY PLACE,even,6 AVENUE,5 AVENUE,54,-73.9785437, 40.6762931,1,1,1,2,18,PLAC,Brooklyn,11217,33,306
37854,9231,BERKELEY PLACE,even,6 AVENUE,5 AVENUE,50,-73.9786720819, 40.6763432,1,1,1,1,11,GIBI,Brooklyn,11217,33,306
37849,9232,BERKELEY PLACE,even,6 AVENUE,5 AVENUE,64,-73.9782225174, 40.6761677,1,1,1,1,10,PYCA,Brooklyn,11217,33,306
37851,9233,BERKELEY PLACE,even,6 AVENUE,5 AVENUE,58,-73.9784156, 40.67624305,1,1,1,1,17,ACPL,Brooklyn,11217,33,306
37853,9234,BERKELEY PLACE,even,6 AVENUE,5 AVENUE,52,-73.9786076809, 40.6763181,1,1,1,3,11,GLTR,Brooklyn,11217,33,306
37855,9235,BERKELEY PLACE,even,6 AVENUE,5 AVENUE,48,-73.9787368872, 40.67636855,1,1,1,1,16,GIBI,Brooklyn,11217,33,306
37857,9236,BERKELEY PLACE,even,6 AVENUE,5 AVENUE,40,-73.9789889276, 40.67645455,1,1,1,2,11,ACPL,Brooklyn,11217,33,306
37859,9237,BERKELEY PLACE,even,6 AVENUE,5 AVENUE,30,-73.9792428302, 40.67654575,1,1,1,1,17,ACPL,Brooklyn,11217,33,306
37861,9238,BERKELEY PLACE,even,6 AVENUE,5 AVENUE,22,-73.9794207994, 40.67664485,1,1,1,2,10,FRPE,Brooklyn,11217,33,306
37863,9239,BERKELEY PLACE,even,6 AVENUE,5 AVENUE,18,-73.9795268, 40.6766895,2,1,1,1,11,FRPE,Brooklyn,11217,33,306
37856,9240,BERKELEY PLACE,even,6 AVENUE,5 AVENUE,44,-73.97886175, 40.6764173,1,1,1,1,14,ACPL,Brooklyn,11217,33,306
37858,9241,BERKELEY PLACE,even,6 AVENUE,5 AVENUE,34,-73.9791152, 40.6764959,1,1,1,2,19,PLAC,Brooklyn,11217,33,306
37860,9242,BERKELEY PLACE,even,6 AVENUE,5 AVENUE,26,-73.9793865477, 40.6765755,1,1,1,2,16,PLAC,Brooklyn,11217,33,306
37862,9243,BERKELEY PLACE,even,6 AVENUE,5 AVENUE,18,-73.9795268, 40.6766895,1,1,3,2,10,UNK,Brooklyn,11217,33,306
37864,9244,BERKELEY PLACE,even,6 AVENUE,5 AVENUE,14,-73.9796472, 40.6767192,1,1,1,1,5,PYCA,Brooklyn,11217,33,306
37866,9245,BERKELEY PLACE,even,6 AVENUE,5 AVENUE,10,-73.9797211951, 40.676834804878,2,1,1,2,14,PYCA,Brooklyn,11217,33,306
37865,9248,BERKELEY PLACE,even,6 AVENUE,5 AVENUE,10,-73.9797211951, 40.676834804878,1,1,1,2,14,PYCA,Brooklyn,11217,33,306
37867,9249,BERKELEY PLACE,even,6 AVENUE,5 AVENUE,10,-73.9797211951, 40.676834804878,3,1,1,1,11,FRPE,Brooklyn,11217,33,306
39146,9405,BERKELEY PLACE,odd,5 AVENUE,6 AVENUE,5,-73.9797327, 40.6770362,1,1,1,1,10,FRPE,Brooklyn,11217,33,306
39150,9406,BERKELEY PLACE,odd,5 AVENUE,6 AVENUE,15,-73.9794053085, 40.67702265,1,1,1,1,10,FRPE,Brooklyn,11217,33,306
39152,9407,BERKELEY PLACE,odd,5 AVENUE,6 AVENUE,17,-73.9792250146, 40.67695255,1,1,1,2,10,FRPE,Brooklyn,11217,33,306
39149,9409,BERKELEY PLACE,odd,5 AVENUE,6 AVENUE,13,-73.9795142927, 40.6769397073171,1,1,1,1,10,FRPE,Brooklyn,11217,33,306
39151,9410,BERKELEY PLACE,odd,5 AVENUE,6 AVENUE,15A,-73.9793151838, 40.6769876,1,1,1,1,9,FRPE,Brooklyn,11217,33,306
39153,9411,BERKELEY PLACE,odd,5 AVENUE,6 AVENUE,19,-73.9791349003, 40.67691755,1,1,1,2,11,FRPE,Brooklyn,11217,33,306
39156,9412,BERKELEY PLACE,odd,5 AVENUE,6 AVENUE,21,-73.9790447585, 40.6768825,2,5,2,1,9,GLTR,Brooklyn,11217,33,306
39158,9413,BERKELEY PLACE,odd,5 AVENUE,6 AVENUE,21,-73.9790447585, 40.6768825,4,5,2,2,9,ACPL,Brooklyn,11217,33,306
39160,9414,BERKELEY PLACE,odd,5 AVENUE,6 AVENUE,21,-73.9790447585, 40.6768825,6,5,2,2,19,PLAC,Brooklyn,11217,33,306
39162,9415,BERKELEY PLACE,odd,5 AVENUE,6 AVENUE,21,-73.9790447585, 40.6768825,8,5,2,1,7,GIBI,Brooklyn,11217,33,306
39155,9416,BERKELEY PLACE,odd,5 AVENUE,6 AVENUE,21,-73.9790447585, 40.6768825,1,1,1,2,14,PYCA,Brooklyn,11217,33,306
39157,9417,BERKELEY PLACE,odd,5 AVENUE,6 AVENUE,21,-73.9790447585, 40.6768825,3,5,2,1,3,LIST,Brooklyn,11217,33,306
39159,9418,BERKELEY PLACE,odd,5 AVENUE,6 AVENUE,21,-73.9790447585, 40.6768825,5,5,2,1,12,GLTR,Brooklyn,11217,33,306
39161,9419,BERKELEY PLACE,odd,5 AVENUE,6 AVENUE,21,-73.9790447585, 40.6768825,7,5,2,1,7,GIBI,Brooklyn,11217,33,306
39163,9420,BERKELEY PLACE,odd,5 AVENUE,6 AVENUE,21,-73.9790447585, 40.6768825,9,5,2,2,11,QUPH,Brooklyn,11217,33,306
39165,9421,BERKELEY PLACE,odd,5 AVENUE,6 AVENUE,180,-73.9853309, 40.586712,2,2,2,1,5,ACPL,Brooklyn,11217,33,306
39164,9424,BERKELEY PLACE,odd,5 AVENUE,6 AVENUE,180,-73.9853309, 40.586712,1,2,2,1,5,ACRU,Brooklyn,11217,33,306
51579,13463,ST MARK'S PLACE,odd,4 AVENUE,3 AVENUE,29,-73.9813042, 40.6825344,1,1,1,2,13,ROPS,Brooklyn,11217,29,302
51581,13464,ST MARK'S PLACE,odd,4 AVENUE,3 AVENUE,35,-73.981102757, 40.6824569,1,1,1,1,8,TIAM,Brooklyn,11217,29,302
47010,11832,STERLING PLACE,even,5 AVENUE,6 AVENUE,24,-73.9779514, 40.67856655,1,1,1,2,16,PLAC,Brooklyn,11217,33,306
47014,11833,STERLING PLACE,even,5 AVENUE,6 AVENUE,30,-73.9777624, 40.6784853,1,1,1,1,17,PLAC,Brooklyn,11217,33,306
50789,13235,BERGEN STREET,even,4 AVENUE,3 AVENUE,356,-73.9799338, 40.6825145,1,1,1,1,4,ROPS,Brooklyn,11217,29,302
50795,13238,BERGEN STREET,even,4 AVENUE,3 AVENUE,356,-73.9799338, 40.6825145,2,1,1,1,17,STJA2,Brooklyn,11217,29,302
50803,13249,BERGEN STREET,even,4 AVENUE,3 AVENUE,350,-73.9803232254, 40.6825959,1,1,2,2,5,ROPS,Brooklyn,11217,29,302
50815,13254,BERGEN STREET,even,3 AVENUE,4 AVENUE,342,-73.9806093734, 40.68269215,1,1,1,1,4,PYCA,Brooklyn,11217,29,302
50819,13255,BERGEN STREET,even,3 AVENUE,4 AVENUE,334,-73.9807603882, 40.68273715,1,1,1,1,7,PYCA,Brooklyn,11217,29,302
50833,13270,BERGEN STREET,even,3 AVENUE,4 AVENUE,334,-73.9807603882, 40.68273715,2,1,1,1,6,PYCA,Brooklyn,11217,29,302
50843,13281,BERGEN STREET,even,3 AVENUE,4 AVENUE,334,-73.9807603882, 40.68273715,3,1,1,1,6,PYCA,Brooklyn,11217,29,302
50867,13295,BERGEN STREET,even,3 AVENUE,4 AVENUE,334,-73.9807603882, 40.68273715,4,1,1,1,5,PYCA,Brooklyn,11217,29,302
50896,13303,BERGEN STREET,even,3 AVENUE,4 AVENUE,330,-73.9810359471, 40.68284,1,1,1,1,5,PYCA,Brooklyn,11217,29,302
50903,13305,BERGEN STREET,even,3 AVENUE,4 AVENUE,330,-73.9810359471, 40.68284,2,1,1,2,3,PYCA,Brooklyn,11217,29,302
50879,13306,BERGEN STREET,even,3 AVENUE,4 AVENUE,332,-73.9809136168, 40.682794,1,1,1,1,5,PYCA,Brooklyn,11217,29,302
50928,13328,BERGEN STREET,even,3 AVENUE,4 AVENUE,328,-73.9810294483, 40.6829509310345,1,1,1,1,3,PYCA,Brooklyn,11217,29,302
50933,13329,BERGEN STREET,even,3 AVENUE,4 AVENUE,322,-73.981413056, 40.68295175,1,1,1,1,7,PYCA,Brooklyn,11217,29,302
50967,13334,BERGEN STREET,even,3 AVENUE,4 AVENUE,316,-73.9814637241, 40.6831199655172,2,1,1,1,5,ZESE,Brooklyn,11217,29,302
50946,13339,BERGEN STREET,even,3 AVENUE,4 AVENUE,320,-73.9814538619, 40.683041,1,1,1,1,7,PYCA,Brooklyn,11217,29,302
50955,13340,BERGEN STREET,even,3 AVENUE,4 AVENUE,318,-73.9813913448, 40.6830917931035,1,1,1,1,6,ZESE,Brooklyn,11217,29,302
50961,13341,BERGEN STREET,even,3 AVENUE,4 AVENUE,316,-73.9814637241, 40.6831199655172,1,1,1,1,4,ZESE,Brooklyn,11217,29,302
51575,13461,ST MARK'S PLACE,odd,4 AVENUE,3 AVENUE,19,-73.9816400861, 40.68266375,1,1,1,1,6,QURU,Brooklyn,11217,29,302
51577,13462,ST MARK'S PLACE,odd,4 AVENUE,3 AVENUE,23,-73.9815051, 40.68261175,1,1,1,1,15,STJA2,Brooklyn,11217,29,302
51587,13465,ST MARK'S PLACE,odd,4 AVENUE,3 AVENUE,41,-73.98090095, 40.6823792,1,1,1,2,10,STJA2,Brooklyn,11217,29,302
51574,13468,ST MARK'S PLACE,odd,4 AVENUE,3 AVENUE,15,-73.9817744362, 40.68271545,1,1,1,1,12,ROPS,Brooklyn,11217,29,302
51576,13469,ST MARK'S PLACE,odd,4 AVENUE,3 AVENUE,21,-73.9815726347, 40.6826377,1,1,1,1,4,QUPA,Brooklyn,11217,29,302
51578,13470,ST MARK'S PLACE,odd,4 AVENUE,3 AVENUE,27,-73.9813706139, 40.68255995,1,1,1,1,10,ULPA,Brooklyn,11217,29,302
51580,13471,ST MARK'S PLACE,odd,4 AVENUE,3 AVENUE,33,-73.9811699291, 40.6824827,1,1,1,1,13,STJA2,Brooklyn,11217,29,302
51584,13472,ST MARK'S PLACE,odd,4 AVENUE,3 AVENUE,39,-73.9809681, 40.68240505,1,1,1,1,14,ROPS,Brooklyn,11217,29,302
51588,13473,ST MARK'S PLACE,odd,4 AVENUE,3 AVENUE,43,-73.9808338291, 40.68235335,1,1,1,7,0,,Brooklyn,11217,29,302
51590,13474,ST MARK'S PLACE,odd,4 AVENUE,3 AVENUE,45,-73.9807662638, 40.6823273,1,1,1,1,10,STJA2,Brooklyn,11217,29,302
51595,13475,ST MARK'S PLACE,odd,4 AVENUE,3 AVENUE,55,-73.9804825285, 40.6822268,1,1,1,1,9,STJA2,Brooklyn,11217,29,302
51601,13476,3 AVENUE,odd,ST MARK'S PLACE,WARREN STREET,127,-73.8999599, 40.614211,1,5,1,1,15,ZESE,Brooklyn,11217,29,302
51642,13477,3 AVENUE,odd,ST MARK'S PLACE,WARREN STREET,127,-73.8999599, 40.614211,3,1,1,1,4,TICO,Brooklyn,11217,29,302
51592,13482,ST MARK'S PLACE,odd,4 AVENUE,3 AVENUE,51,-73.9805596783, 40.6822452,1,1,1,1,9,ULAM,Brooklyn,11217,29,302
51597,13483,ST MARK'S PLACE,odd,4 AVENUE,3 AVENUE,"57 ST MARK'S PLACE, Brooklyn, NY",-73.9804340307, 40.68217645,1,1,1,1,3,QUBI,Brooklyn,11217,29,302
51603,13484,3 AVENUE,odd,ST MARK'S PLACE,WARREN STREET,"127 3 AVENUE, Brooklyn, NY",-73.8999599, 40.614211,2,1,1,1,3,PRCE,Brooklyn,11217,29,302
51650,13485,3 AVENUE,odd,WYCKOFF STREET,BALTIC STREET,"125 3 AVENUE, Brooklyn, NY",-73.8999599, 40.614211,1,4,1,1,18,ROPS,Brooklyn,11217,29,302
51659,13486,3 AVENUE,odd,BERGEN STREET,DEAN STREET,"306 DEAN STREET, Brooklyn, NY",-73.981466, 40.683924,1,2,1,1,6,PYCA,Brooklyn,11217,29,302
47017,11834,STERLING PLACE,even,5 AVENUE,6 AVENUE,"38 STERLING PLACE, Brooklyn, NY",-73.97750435, 40.6783836,1,1,1,2,16,PLAC,Brooklyn,11217,33,306
47020,11835,STERLING PLACE,even,5 AVENUE,6 AVENUE,"50 STERLING PLACE, Brooklyn, NY",-73.97712085, 40.6782324,1,1,1,1,8,TICO,Brooklyn,11217,33,306
123868,11056,DE GRAW STREET,even,4 AVENUE,5 AVENUE,"662 DE GRAW STREET, Brooklyn, NY",???, ???,1,1,1,2,12,ACPL,Brooklyn,11217,33,306
123866,11075,DE GRAW STREET,even,4 AVENUE,5 AVENUE,"660 DE GRAW STREET, Brooklyn, NY",???, ???,1,1,1,2,9,GLTR,Brooklyn,11217,33,306
46603,11691,STERLING PLACE,odd,6 AVENUE,5 AVENUE,"126 6 AVENUE, Brooklyn, NY",-73.9853309, 40.586712,2,2,1,2,16,QUPA,Brooklyn,11217,33,306
46605,11692,STERLING PLACE,odd,6 AVENUE,5 AVENUE,"126 6 AVENUE, Brooklyn, NY",-73.9853309, 40.586712,4,2,1,2,20,QUPA,Brooklyn,11217,33,306
46609,11693,STERLING PLACE,odd,6 AVENUE,5 AVENUE,"47 STERLING PLACE, Brooklyn, NY",-73.9768574, 40.6784471,2,1,1,2,11,PLAC,Brooklyn,11217,33,306
46600,11695,STERLING PLACE,odd,6 AVENUE,5 AVENUE,"126 6 AVENUE, Brooklyn, NY",-73.9853309, 40.586712,1,2,1,2,17,QUPA,Brooklyn,11217,33,306
46604,11696,STERLING PLACE,odd,6 AVENUE,5 AVENUE,"126 6 AVENUE, Brooklyn, NY",-73.9853309, 40.586712,3,2,1,2,18,QUPA,Brooklyn,11217,33,306
46607,11697,STERLING PLACE,odd,6 AVENUE,5 AVENUE,"47 STERLING PLACE, Brooklyn, NY",-73.9768574, 40.6784471,1,1,1,1,5,QUPA,Brooklyn,11217,33,306
46611,11698,STERLING PLACE,odd,6 AVENUE,5 AVENUE,"43 STERLING PLACE, Brooklyn, NY",-73.9771379087, 40.67862975,1,1,1,2,15,PLAC,Brooklyn,11217,33,306
46621,11699,STERLING PLACE,odd,6 AVENUE,5 AVENUE,"39 STERLING PLACE, Brooklyn, NY",-73.9772702188, 40.67867565,1,1,1,1,13,PLAC,Brooklyn,11217,33,306
46623,11700,STERLING PLACE,odd,6 AVENUE,5 AVENUE,"35 STERLING PLACE, Brooklyn, NY",-73.977395363, 40.6787303,1,1,1,2,12,PLAC,Brooklyn,11217,33,306
46626,11701,STERLING PLACE,odd,6 AVENUE,5 AVENUE,"29 STERLING PLACE, Brooklyn, NY",-73.9775876, 40.67880565,1,1,3,2,7,COFL,Brooklyn,11217,33,306
46613,11702,STERLING PLACE,odd,6 AVENUE,5 AVENUE,"41 STERLING PLACE, Brooklyn, NY",-73.9772063439, 40.6786506,1,1,1,1,10,PYCA,Brooklyn,11217,33,306
46622,11703,STERLING PLACE,odd,6 AVENUE,5 AVENUE,"37 STERLING PLACE, Brooklyn, NY",-73.9773341846, 40.6787007,1,1,1,2,10,PLAC,Brooklyn,11217,33,306
46624,11704,STERLING PLACE,odd,6 AVENUE,5 AVENUE,"31 STERLING PLACE, Brooklyn, NY",-73.977522, 40.67877995,1,1,3,1,24,MO,Brooklyn,11217,33,306
46627,11705,STERLING PLACE,odd,6 AVENUE,5 AVENUE,"29 STERLING PLACE, Brooklyn, NY",-73.9775876, 40.67880565,2,1,1,2,7,GLTR,Brooklyn,11217,33,306
46629,11706,STERLING PLACE,odd,6 AVENUE,5 AVENUE,"27 STERLING PLACE, Brooklyn, NY",-73.977652663, 40.6788311,2,1,1,2,12,PLAC,Brooklyn,11217,33,306
46631,11707,STERLING PLACE,odd,6 AVENUE,5 AVENUE,"23 STERLING PLACE, Brooklyn, NY",-73.9777797026, 40.6788809,1,1,1,1,12,ACPL,Brooklyn,11217,33,306
46633,11708,STERLING PLACE,odd,6 AVENUE,5 AVENUE,"21 STERLING PLACE, Brooklyn, NY",-73.9778379448, 40.6789136,2,1,1,1,6,TICO,Brooklyn,11217,33,306
46635,11709,STERLING PLACE,odd,6 AVENUE,5 AVENUE,"11-13 STERLING PLACE, Brooklyn, NY",-73.9719039, 40.676413,1,1,1,2,8,GLTR,Brooklyn,11217,33,306
46628,11710,STERLING PLACE,odd,6 AVENUE,5 AVENUE,"27 STERLING PLACE, Brooklyn, NY",-73.977652663, 40.6788311,1,1,3,2,15,PR,Brooklyn,11217,33,306
46630,11711,STERLING PLACE,odd,6 AVENUE,5 AVENUE,"25 STERLING PLACE, Brooklyn, NY",-73.9777166869, 40.67885625,1,1,1,2,11,GLTR,Brooklyn,11217,33,306
46632,11712,STERLING PLACE,odd,6 AVENUE,5 AVENUE,"21 STERLING PLACE, Brooklyn, NY",-73.9778379448, 40.6789136,1,1,3,2,6,UNK,Brooklyn,11217,33,306
46634,11713,STERLING PLACE,odd,6 AVENUE,5 AVENUE,"19 STERLING PLACE, Brooklyn, NY",-73.9778938208, 40.6789492,1,1,1,1,4,TITO,Brooklyn,11217,33,306
46636,11714,STERLING PLACE,odd,6 AVENUE,5 AVENUE,"11-13 STERLING PLACE, Brooklyn, NY",-73.9719039, 40.676413,2,1,1,2,8,GLTR,Brooklyn,11217,33,306
46637,11718,STERLING PLACE,odd,6 AVENUE,5 AVENUE,"11-13 STERLING PLACE, Brooklyn, NY",-73.9719039, 40.676413,3,1,1,2,9,GLTR,Brooklyn,11217,33,306
47000,11821,STERLING PLACE,even,5 AVENUE,6 AVENUE,"119 5 AVENUE, Brooklyn, NY",-73.9535149, 40.590221,1,2,1,2,9,GLTR,Brooklyn,11217,33,306
47001,11826,STERLING PLACE,even,5 AVENUE,6 AVENUE,"8 STERLING PLACE, Brooklyn, NY",-73.9785191, 40.6788737,1,1,1,1,11,ACSA1,Brooklyn,11217,33,306
47005,11827,STERLING PLACE,even,5 AVENUE,6 AVENUE,"16 STERLING PLACE, Brooklyn, NY",-73.9782060549, 40.6786669,1,1,1,1,15,PLAC,Brooklyn,11217,33,306
47008,11828,STERLING PLACE,even,5 AVENUE,6 AVENUE,"22 STERLING PLACE, Brooklyn, NY",-73.97801565, 40.67859185,1,1,1,2,11,GLTR,Brooklyn,11217,33,306
47012,11829,STERLING PLACE,even,5 AVENUE,6 AVENUE,"26 STERLING PLACE, Brooklyn, NY",-73.9778873687, 40.6785413,1,1,1,1,9,ACPL,Brooklyn,11217,33,306
47004,11830,STERLING PLACE,even,5 AVENUE,6 AVENUE,"10 STERLING PLACE, Brooklyn, NY",-73.9783222353, 40.6788148823529,1,1,1,1,9,TICO,Brooklyn,11217,33,306
47007,11831,STERLING PLACE,even,5 AVENUE,6 AVENUE,"20 STERLING PLACE, Brooklyn, NY",-73.97807895, 40.6786168,1,1,1,1,4,GLTR,Brooklyn,11217,33,306
47024,11836,STERLING PLACE,even,5 AVENUE,6 AVENUE,"58 STERLING PLACE, Brooklyn, NY",-73.9768835, 40.6781388,1,1,1,2,13,PLAC,Brooklyn,11217,33,306
47016,11838,STERLING PLACE,even,5 AVENUE,6 AVENUE,"32 STERLING PLACE, Brooklyn, NY",-73.9776977, 40.6784598,1,1,1,1,8,TICO,Brooklyn,11217,33,306
47019,11839,STERLING PLACE,even,5 AVENUE,6 AVENUE,"42 STERLING PLACE, Brooklyn, NY",-73.9773796, 40.6783344,1,1,1,2,13,GLTR,Brooklyn,11217,33,306
47023,11840,STERLING PLACE,even,5 AVENUE,6 AVENUE,"54 STERLING PLACE, Brooklyn, NY",-73.9770004698, 40.67818495,1,1,1,2,17,PLAC,Brooklyn,11217,33,306
47026,11841,STERLING PLACE,even,5 AVENUE,6 AVENUE,"128 6 AVENUE, Brooklyn, NY",-73.9853309, 40.586712,1,2,1,2,17,PLAC,Brooklyn,11217,33,306
