TREEID,OBJECTID,ONSTREET,PARITY,CROSSSTREE,CROSSSTR_1,Location plain text,y,x,TREELOCATI,SITE,TREEPIT,TREECONDIT,DIAMETER,SPECIES,BOROUGH,ZIPCODE,FID_1,COMMDIST
16534,3527,HINSDALE STREET,odd,LIBERTY AVENUE,GLENMORE AVENUE,"116 WILLIAMS AVENUE, Brooklyn, NY",-73.9004031168, 40.6731613,3,3,1,2,10,ZESE,Brooklyn,11207,32,305
16531,3532,HINSDALE STREET,odd,LIBERTY AVENUE,GLENMORE AVENUE,"116 WILLIAMS AVENUE, Brooklyn, NY",-73.9004031168, 40.6731613,2,3,1,2,23,QUPA,Brooklyn,11207,32,305
16538,3533,HINSDALE STREET,even,LIBERTY AVENUE,GLENMORE AVENUE,"100 HINSDALE STREET, Brooklyn, NY",-73.9012357046, 40.6728892,1,5,1,2,14,ZESE,Brooklyn,11207,32,305
16541,3534,WILLIAMS AVENUE,odd,LIBERTY AVENUE,GLENMORE AVENUE,"115 WILLIAMS AVENUE, Brooklyn, NY",-73.8998869446, 40.67350695,1,5,1,2,34,PLAC,Brooklyn,11207,32,305
16545,3535,HINSDALE STREET,even,LIBERTY AVENUE,GLENMORE AVENUE,"100 HINSDALE STREET, Brooklyn, NY",-73.9012357046, 40.6728892,3,5,1,2,12,ZESE,Brooklyn,11207,32,305
16540,3536,HINSDALE STREET,even,LIBERTY AVENUE,GLENMORE AVENUE,"100 HINSDALE STREET, Brooklyn, NY",-73.9012357046, 40.6728892,2,5,1,2,9,ZESE,Brooklyn,11207,32,305
16543,3537,WILLIAMS AVENUE,odd,LIBERTY AVENUE,GLENMORE AVENUE,"115 WILLIAMS AVENUE, Brooklyn, NY",-73.8998869446, 40.67350695,2,5,1,2,33,PLAC,Brooklyn,11207,32,305
16547,3538,HINSDALE STREET,even,LIBERTY AVENUE,GLENMORE AVENUE,"100 HINSDALE STREET, Brooklyn, NY",-73.9012357046, 40.6728892,4,5,1,2,11,ZESE,Brooklyn,11207,32,305
16551,3539,HINSDALE STREET,even,LIBERTY AVENUE,GLENMORE AVENUE,"100 HINSDALE STREET, Brooklyn, NY",-73.9012357046, 40.6728892,6,1,1,2,6,TIAM,Brooklyn,11207,32,305
16554,3540,HINSDALE STREET,even,LIBERTY AVENUE,GLENMORE AVENUE,"100 HINSDALE STREET, Brooklyn, NY",-73.9012357046, 40.6728892,7,1,1,2,11,ZESE,Brooklyn,11207,32,305
16557,3541,HINSDALE STREET,even,LIBERTY AVENUE,GLENMORE AVENUE,"100 HINSDALE STREET, Brooklyn, NY",-73.9012357046, 40.6728892,8,1,1,2,7,TIAM,Brooklyn,11207,32,305
16560,3542,WILLIAMS AVENUE,even,PITKIN AVENUE,GLENMORE AVENUE,"165 WILLIAMS AVENUE, Brooklyn, NY",-73.8996939565, 40.6721910434783,1,4,1,1,10,FRPE,Brooklyn,11207,32,305
16564,3543,WILLIAMS AVENUE,even,PITKIN AVENUE,GLENMORE AVENUE,"165 WILLIAMS AVENUE, Brooklyn, NY",-73.8996939565, 40.6721910434783,2,4,1,2,8,FRPE,Brooklyn,11207,32,305
16549,3544,HINSDALE STREET,even,LIBERTY AVENUE,GLENMORE AVENUE,"100 HINSDALE STREET, Brooklyn, NY",-73.9012357046, 40.6728892,5,5,1,2,9,ZESE,Brooklyn,11207,32,305
16552,3545,WILLIAMS AVENUE,odd,PITKIN AVENUE,GLENMORE AVENUE,"165 WILLIAMS AVENUE, Brooklyn, NY",-73.8996939565, 40.6721910434783,1,1,1,2,7,FRPE,Brooklyn,11207,32,305
16555,3546,WILLIAMS AVENUE,odd,PITKIN AVENUE,GLENMORE AVENUE,"165 WILLIAMS AVENUE, Brooklyn, NY",-73.8996939565, 40.6721910434783,2,1,1,2,7,FRPE,Brooklyn,11207,32,305
16559,3547,HINSDALE STREET,odd,LIBERTY AVENUE,GLENMORE AVENUE,"116 WILLIAMS AVENUE, Brooklyn, NY",-73.9004031168, 40.6731613,4,3,1,2,8,UNK,Brooklyn,11207,32,305
16562,3548,HINSDALE STREET,odd,LIBERTY AVENUE,GLENMORE AVENUE,"116 WILLIAMS AVENUE, Brooklyn, NY",-73.9004031168, 40.6731613,5,3,1,2,6,TICO,Brooklyn,11207,32,305
16566,3549,HINSDALE STREET,odd,LIBERTY AVENUE,GLENMORE AVENUE,"116 WILLIAMS AVENUE, Brooklyn, NY",-73.9004031168, 40.6731613,6,3,1,2,7,TICO,Brooklyn,11207,32,305
16568,3550,WILLIAMS AVENUE,even,PITKIN AVENUE,GLENMORE AVENUE,"173 WILLIAMS AVENUE, Brooklyn, NY",-73.8995561028, 40.67204265,1,5,1,2,8,FRPE,Brooklyn,11207,32,305
16573,3551,WILLIAMS AVENUE,even,PITKIN AVENUE,GLENMORE AVENUE,"173 WILLIAMS AVENUE, Brooklyn, NY",-73.8995561028, 40.67204265,2,4,1,2,8,FRPE,Brooklyn,11207,32,305
16567,3552,WILLIAMS AVENUE,even,PITKIN AVENUE,GLENMORE AVENUE,"165 WILLIAMS AVENUE, Brooklyn, NY",-73.8996939565, 40.6721910434783,3,4,1,2,10,FRPE,Brooklyn,11207,32,305
16571,3553,HINSDALE STREET,odd,GLENMORE AVENUE,PITKIN AVENUE,"270 GLENMORE AVENUE, Brooklyn, NY",-73.90065, 40.672414,1,2,1,6,12,0,Brooklyn,11207,32,305
16575,3554,SNEDIKER AVENUE,even,SUTTER AVENUE,BLAKE AVENUE,"310 SNEDIKER AVENUE, Brooklyn, NY",-73.9008134643, 40.6676005,1,1,3,2,7,PR,Brooklyn,11207,32,305
16578,3555,WILLIAMS AVENUE,even,PITKIN AVENUE,GLENMORE AVENUE,"173 WILLIAMS AVENUE, Brooklyn, NY",-73.8995561028, 40.67204265,3,4,1,2,9,FRPE,Brooklyn,11207,32,305
16583,3556,WILLIAMS AVENUE,odd,PITKIN AVENUE,GLENMORE AVENUE,"173 WILLIAMS AVENUE, Brooklyn, NY",-73.8995561028, 40.67204265,2,5,1,2,6,FRPE,Brooklyn,11207,32,305
16586,3557,HINSDALE STREET,even,GLENMORE AVENUE,PITKIN AVENUE,"140 HINSDALE STREET, Brooklyn, NY",-73.9008028696, 40.6719333043478,1,5,1,2,10,FRPE,Brooklyn,11207,32,305
16590,3558,SNEDIKER AVENUE,even,SUTTER AVENUE,BLAKE AVENUE,"322 SNEDIKER AVENUE, Brooklyn, NY",-73.9007400038, 40.66731015,1,1,3,2,10,PR,Brooklyn,11207,32,305
16594,3559,HINSDALE STREET,even,GLENMORE AVENUE,PITKIN AVENUE,"140 HINSDALE STREET, Brooklyn, NY",-73.9008028696, 40.6719333043478,2,5,1,2,9,FRPE,Brooklyn,11207,32,305
16576,3560,HINSDALE STREET,odd,GLENMORE AVENUE,PITKIN AVENUE,"270 GLENMORE AVENUE, Brooklyn, NY",-73.90065, 40.672414,2,2,1,2,11,AIAL,Brooklyn,11207,32,305
16580,3561,SNEDIKER AVENUE,even,SUTTER AVENUE,BLAKE AVENUE,"314 SNEDIKER AVENUE, Brooklyn, NY",-73.9007891961, 40.6675045,1,1,3,2,8,TADI,Brooklyn,11207,32,305
16585,3562,SNEDIKER AVENUE,even,SUTTER AVENUE,BLAKE AVENUE,"318 SNEDIKER AVENUE, Brooklyn, NY",-73.9007650038, 40.66740895,1,1,3,2,6,QUAC,Brooklyn,11207,32,305
16588,3563,WILLIAMS AVENUE,odd,PITKIN AVENUE,GLENMORE AVENUE,"173 WILLIAMS AVENUE, Brooklyn, NY",-73.8995561028, 40.67204265,3,5,1,2,7,FRPE,Brooklyn,11207,32,305
16593,3564,WILLIAMS AVENUE,odd,PITKIN AVENUE,GLENMORE AVENUE,"173 WILLIAMS AVENUE, Brooklyn, NY",-73.8995561028, 40.67204265,4,5,1,2,8,FRPE,Brooklyn,11207,32,305
16597,3565,SNEDIKER AVENUE,even,SUTTER AVENUE,BLAKE AVENUE,"326 SNEDIKER AVENUE, Brooklyn, NY",-73.9007103613, 40.6672152,1,1,3,2,2,QUAL,Brooklyn,11207,32,305
16601,3566,HINSDALE STREET,even,GLENMORE AVENUE,PITKIN AVENUE,"140 HINSDALE STREET, Brooklyn, NY",-73.9008028696, 40.6719333043478,4,1,1,2,10,FRPE,Brooklyn,11207,32,305
16606,3567,HINSDALE STREET,odd,GLENMORE AVENUE,PITKIN AVENUE,"133 HINSDALE STREET, Brooklyn, NY",-73.9005035, 40.67212455,1,5,1,2,13,FRPE,Brooklyn,11207,32,305
16598,3568,HINSDALE STREET,even,GLENMORE AVENUE,PITKIN AVENUE,"140 HINSDALE STREET, Brooklyn, NY",-73.9008028696, 40.6719333043478,3,1,1,2,9,FRPE,Brooklyn,11207,32,305
16603,3569,SNEDIKER AVENUE,even,SUTTER AVENUE,BLAKE AVENUE,"330 SNEDIKER AVENUE, Brooklyn, NY",-73.9006852962, 40.66711615,1,1,3,2,2,PRCE,Brooklyn,11207,32,305
16609,3570,HINSDALE STREET,odd,GLENMORE AVENUE,PITKIN AVENUE,"156 HINSDALE STREET, Brooklyn, NY",-73.900712087, 40.6715771304348,1,4,1,2,11,FRPE,Brooklyn,11207,32,305
16615,3571,HINSDALE STREET,odd,GLENMORE AVENUE,PITKIN AVENUE,"156 HINSDALE STREET, Brooklyn, NY",-73.900712087, 40.6715771304348,3,4,1,2,11,FRPE,Brooklyn,11207,32,305
16623,3572,HINSDALE STREET,even,GLENMORE AVENUE,PITKIN AVENUE,"156 HINSDALE STREET, Brooklyn, NY",-73.900712087, 40.6715771304348,2,1,1,2,10,TIAM,Brooklyn,11207,32,305
16630,3573,WILLIAMS AVENUE,odd,SUTTER AVENUE,BLAKE AVENUE,"550 SUTTER AVENUE, Brooklyn, NY",-73.8985953904, 40.6686493,1,2,1,2,13,ZESE,Brooklyn,11207,32,305
16635,3574,HINSDALE STREET,even,PITKIN AVENUE,BELMONT AVENUE,"1946 PITKIN AVENUE, Brooklyn, NY",-73.90071195, 40.67085205,2,2,1,2,11,FRPE,Brooklyn,11207,32,305
16639,3575,WILLIAMS AVENUE,odd,SUTTER AVENUE,BLAKE AVENUE,"550 SUTTER AVENUE, Brooklyn, NY",-73.8985953904, 40.6686493,2,2,1,2,10,GLTR,Brooklyn,11207,32,305
16612,3576,HINSDALE STREET,odd,GLENMORE AVENUE,PITKIN AVENUE,"156 HINSDALE STREET, Brooklyn, NY",-73.900712087, 40.6715771304348,2,4,1,2,10,FRPE,Brooklyn,11207,32,305
16620,3577,HINSDALE STREET,even,GLENMORE AVENUE,PITKIN AVENUE,"156 HINSDALE STREET, Brooklyn, NY",-73.900712087, 40.6715771304348,1,1,1,2,10,TIAM,Brooklyn,11207,32,305
16627,3578,HINSDALE STREET,odd,GLENMORE AVENUE,PITKIN AVENUE,"156 HINSDALE STREET, Brooklyn, NY",-73.900712087, 40.6715771304348,3,4,1,2,11,FRPE,Brooklyn,11207,32,305
16633,3579,HINSDALE STREET,even,PITKIN AVENUE,BELMONT AVENUE,"1946 PITKIN AVENUE, Brooklyn, NY",-73.90071195, 40.67085205,1,2,1,2,9,FRPE,Brooklyn,11207,32,305
16638,3580,HINSDALE STREET,even,PITKIN AVENUE,BELMONT AVENUE,"206 HINSDALE STREET, Brooklyn, NY",-73.9004616126, 40.6702306,1,5,1,2,10,FRPE,Brooklyn,11207,32,305
16645,3581,WILLIAMS AVENUE,odd,SUTTER AVENUE,BLAKE AVENUE,"304 WILLIAMS AVENUE, Brooklyn, NY",-73.8990107, 40.6685732,1,4,1,2,10,GLTR,Brooklyn,11207,32,305
16654,3582,WILLIAMS AVENUE,odd,SUTTER AVENUE,BLAKE AVENUE,"304 WILLIAMS AVENUE, Brooklyn, NY",-73.8990107, 40.6685732,3,4,1,2,8,GLTR,Brooklyn,11207,32,305
16659,3583,WILLIAMS AVENUE,odd,SUTTER AVENUE,BLAKE AVENUE,"304 WILLIAMS AVENUE, Brooklyn, NY",-73.8990107, 40.6685732,4,4,1,2,7,GLTR,Brooklyn,11207,32,305
16650,3584,WILLIAMS AVENUE,odd,SUTTER AVENUE,BLAKE AVENUE,"304 WILLIAMS AVENUE, Brooklyn, NY",-73.8990107, 40.6685732,2,4,1,2,9,GLTR,Brooklyn,11207,32,305
16657,3585,HINSDALE STREET,odd,SUTTER AVENUE,BLAKE AVENUE,"277 HINSDALE STREET, Brooklyn, NY",-73.8995495689, 40.66831965,1,1,1,2,47,AIAL,Brooklyn,11207,32,305
16662,3586,HINSDALE STREET,odd,SUTTER AVENUE,BLAKE AVENUE,"293 HINSDALE STREET, Brooklyn, NY",-73.8994519977, 40.66794205,1,1,1,2,2,UNK,Brooklyn,11207,32,305
16671,3587,WILLIAMS AVENUE,odd,SUTTER AVENUE,BLAKE AVENUE,"304 WILLIAMS AVENUE, Brooklyn, NY",-73.8990107, 40.6685732,6,4,1,2,15,PLAC,Brooklyn,11207,32,305
16676,3588,WILLIAMS AVENUE,even,SUTTER AVENUE,BLAKE AVENUE,"340 WILLIAMS AVENUE, Brooklyn, NY",-73.8987797, 40.6674853,1,1,1,2,13,UNK,Brooklyn,11207,32,305
16685,3589,HINSDALE STREET,odd,BLAKE AVENUE,DUMONT AVENUE,"349 HINSDALE STREET, Brooklyn, NY",-73.8990110605, 40.66649665,1,1,3,2,6,QUPA,Brooklyn,11207,32,305
16688,3590,HINSDALE STREET,odd,BLAKE AVENUE,DUMONT AVENUE,"353 HINSDALE STREET, Brooklyn, NY",-73.8990105462, 40.6663968,1,1,3,2,4,AC,Brooklyn,11207,32,305
16700,3591,HINSDALE STREET,odd,BLAKE AVENUE,DUMONT AVENUE,"545 DUMONT AVENUE, Brooklyn, NY",-73.8986358, 40.6657919,1,2,1,2,9,GLTR,Brooklyn,11207,32,305
16666,3592,WILLIAMS AVENUE,odd,SUTTER AVENUE,BLAKE AVENUE,"304 WILLIAMS AVENUE, Brooklyn, NY",-73.8990107, 40.6685732,5,4,1,2,17,PLAC,Brooklyn,11207,32,305
16675,3593,HINSDALE STREET,odd,BLAKE AVENUE,DUMONT AVENUE,"343 HINSDALE STREET, Brooklyn, NY",-73.8990782647, 40.6666387,1,1,3,2,6,PYCA,Brooklyn,11207,32,305
16681,3594,HINSDALE STREET,odd,BLAKE AVENUE,DUMONT AVENUE,"345 HINSDALE STREET, Brooklyn, NY",-73.89906655, 40.6665923,1,1,3,2,4,LIST,Brooklyn,11207,32,305
16687,3595,SNEDIKER AVENUE,even,BLAKE AVENUE,SUTTER AVENUE,"278 SNEDIKER AVENUE, Brooklyn, NY",-73.9009717399, 40.66823965,1,1,3,2,6,PYCA,Brooklyn,11207,32,305
16695,3596,HINSDALE STREET,odd,BLAKE AVENUE,DUMONT AVENUE,"365 HINSDALE STREET, Brooklyn, NY",-73.898942254, 40.66610545,1,1,3,1,9,PYCA,Brooklyn,11207,32,305
16702,3597,HINSDALE STREET,odd,BLAKE AVENUE,DUMONT AVENUE,"545 DUMONT AVENUE, Brooklyn, NY",-73.8986358, 40.6657919,2,2,1,2,11,GLTR,Brooklyn,11207,32,305
16730,3598,WILLIAMS AVENUE,odd,BLAKE AVENUE,DUMONT AVENUE,"560 BLAKE AVENUE, Brooklyn, NY",-73.8982802, 40.6671909,2,2,1,2,20,UNK,Brooklyn,11207,32,305
16740,3599,WILLIAMS AVENUE,odd,BLAKE AVENUE,DUMONT AVENUE,"375 WILLIAMS AVENUE, Brooklyn, NY",-73.8983227, 40.66693,2,1,1,2,7,GLTR,Brooklyn,11207,32,305
16721,3600,WILLIAMS AVENUE,odd,BLAKE AVENUE,DUMONT AVENUE,"560 BLAKE AVENUE, Brooklyn, NY",-73.8982802, 40.6671909,1,2,1,2,9,GLTR,Brooklyn,11207,32,305
16733,3601,WILLIAMS AVENUE,odd,BLAKE AVENUE,DUMONT AVENUE,"375 WILLIAMS AVENUE, Brooklyn, NY",-73.8983227, 40.66693,1,1,1,2,8,GLTR,Brooklyn,11207,32,305
16750,3602,WILLIAMS AVENUE,odd,BLAKE AVENUE,DUMONT AVENUE,"410 WILLIAMS AVENUE, Brooklyn, NY",-73.8983558, 40.6659983,1,4,1,2,9,GLTR,Brooklyn,11207,32,305
16761,3603,WILLIAMS AVENUE,even,BLAKE AVENUE,DUMONT AVENUE,"410 WILLIAMS AVENUE, Brooklyn, NY",-73.8983558, 40.6659983,1,1,1,2,9,UNK,Brooklyn,11207,32,305
16771,3604,WILLIAMS AVENUE,even,BLAKE AVENUE,DUMONT AVENUE,"400 WILLIAMS AVENUE, Brooklyn, NY",-73.89838, 40.6660887,1,1,1,2,6,GLTR,Brooklyn,11207,32,305
16808,3605,SUTTER AVENUE,odd,BELMONT AVENUE,SUTTER AVENUE,"243 SNEDIKER AVENUE, Brooklyn, NY",-73.9008543913, 40.6692554347826,1,4,1,2,14,TITO,Brooklyn,11207,32,305
16820,3606,SUTTER AVENUE,odd,BELMONT AVENUE,SUTTER AVENUE,"247 SNEDIKER AVENUE, Brooklyn, NY",-73.9006598286, 40.66913925,2,4,1,2,9,TITO,Brooklyn,11207,32,305
16756,3608,WILLIAMS AVENUE,odd,BLAKE AVENUE,DUMONT AVENUE,"410 WILLIAMS AVENUE, Brooklyn, NY",-73.8983558, 40.6659983,2,4,1,2,9,UNK,Brooklyn,11207,32,305
16765,3609,WILLIAMS AVENUE,even,BLAKE AVENUE,DUMONT AVENUE,"410 WILLIAMS AVENUE, Brooklyn, NY",-73.8983558, 40.6659983,2,1,1,2,9,GLTR,Brooklyn,11207,32,305
16797,3610,SNEDIKER AVENUE,odd,BELMONT AVENUE,SUTTER AVENUE,"243 SNEDIKER AVENUE, Brooklyn, NY",-73.9008543913, 40.6692554347826,1,4,1,2,14,TITO,Brooklyn,11207,32,305
16813,3611,SUTTER AVENUE,odd,BELMONT AVENUE,SUTTER AVENUE,"247 SNEDIKER AVENUE, Brooklyn, NY",-73.9006598286, 40.66913925,1,4,1,2,13,TITO,Brooklyn,11207,32,305
16824,3612,SUTTER AVENUE,odd,BELMONT AVENUE,SUTTER AVENUE,"247 SNEDIKER AVENUE, Brooklyn, NY",-73.9006598286, 40.66913925,3,4,1,2,10,TITO,Brooklyn,11207,32,305
16976,3681,SNEDIKER AVENUE,odd,LIVONIA AVENUE,DUMONT AVENUE,"405 SNEDIKER AVENUE, Brooklyn, NY",-73.8996191539, 40.66504255,1,1,3,2,4,UNK,Brooklyn,11207,32,305
16980,3682,SNEDIKER AVENUE,odd,LIVONIA AVENUE,DUMONT AVENUE,"399 SNEDIKER AVENUE, Brooklyn, NY",-73.8996616194, 40.66518555,1,1,3,2,5,GIBI,Brooklyn,11207,32,305
16981,3685,SNEDIKER AVENUE,even,LIVONIA AVENUE,DUMONT AVENUE,"444 SNEDIKER AVENUE, Brooklyn, NY",-73.8997854, 40.664132,1,1,1,2,9,GLTR,Brooklyn,11207,32,305
16986,3687,SNEDIKER AVENUE,odd,LIVONIA AVENUE,DUMONT AVENUE,"393 SNEDIKER AVENUE, Brooklyn, NY",-73.89969885, 40.66533055,1,1,3,2,6,UNK,Brooklyn,11207,32,305
16988,3688,SNEDIKER AVENUE,even,LIVONIA AVENUE,DUMONT AVENUE,"436 SNEDIKER AVENUE, Brooklyn, NY",-73.8999719539, 40.6643353,1,1,1,2,5,ACPL,Brooklyn,11207,32,305
16991,3689,SNEDIKER AVENUE,even,LIVONIA AVENUE,DUMONT AVENUE,"430 SNEDIKER AVENUE, Brooklyn, NY",-73.8998557931, 40.6644813103448,1,1,3,2,5,TITO,Brooklyn,11207,32,305
16994,3690,SNEDIKER AVENUE,even,LIVONIA AVENUE,DUMONT AVENUE,"424 SNEDIKER AVENUE, Brooklyn, NY",-73.9000339, 40.6645766,1,1,1,2,6,GIBI,Brooklyn,11207,32,305
16982,3691,SNEDIKER AVENUE,odd,LIVONIA AVENUE,DUMONT AVENUE,"395 SNEDIKER AVENUE, Brooklyn, NY",-73.8996863852, 40.66528195,1,1,3,2,7,ACPL,Brooklyn,11207,32,305
16985,3692,SNEDIKER AVENUE,even,LIVONIA AVENUE,DUMONT AVENUE,"438 SNEDIKER AVENUE, Brooklyn, NY",-73.8999595817, 40.6642871,1,1,1,7,0,,Brooklyn,11207,32,305
17918,3851,LIBERTY AVENUE,even,ALABAMA AVENUE,WILLIAMS AVENUE,"290 LIBERTY AVENUE, Brooklyn, NY",-73.899446, 40.673878,1,1,1,1,2,GLTR,Brooklyn,11207,32,305
18068,3861,LIBERTY AVENUE,even,WILLIAMS AVENUE,HINSDALE STREET,"270 LIBERTY AVENUE, Brooklyn, NY",-73.8999932727, 40.6737989090909,2,1,1,1,2,GLTR,Brooklyn,11207,32,305
18078,3862,LIBERTY AVENUE,even,WILLIAMS AVENUE,HINSDALE STREET,"282 LIBERTY AVENUE, Brooklyn, NY",-73.89975105, 40.67369475,2,2,1,1,2,GLTR,Brooklyn,11207,32,305
18576,3925,LIBERTY AVENUE,odd,HINSDALE STREET,SNEDIKER AVENUE,"231 LIBERTY AVENUE, Brooklyn, NY",-73.9016062727, 40.6737281818182,3,1,1,2,3,GIBI,Brooklyn,11207,32,305
18582,3926,LIBERTY AVENUE,odd,HINSDALE STREET,SNEDIKER AVENUE,"231 LIBERTY AVENUE, Brooklyn, NY",-73.9016062727, 40.6737281818182,1,1,1,2,3,GIBI,Brooklyn,11207,32,305
18587,3927,LIBERTY AVENUE,odd,SNEDIKER AVENUE,VAN SINDEREN AVENUE,"80 SNEDIKER AVENUE, Brooklyn, NY",-73.902214, 40.673679,1,2,1,3,3,GYDI,Brooklyn,11207,32,305
18579,3931,LIBERTY AVENUE,odd,HINSDALE STREET,SNEDIKER AVENUE,"231 LIBERTY AVENUE, Brooklyn, NY",-73.9016062727, 40.6737281818182,2,1,1,2,3,GIBI,Brooklyn,11207,32,305
18586,3932,LIBERTY AVENUE,even,HINSDALE STREET,SNEDIKER AVENUE,"231 LIBERTY AVENUE, Brooklyn, NY",-73.9016062727, 40.6737281818182,2,4,1,2,3,GIBI,Brooklyn,11207,32,305
18592,3933,LIBERTY AVENUE,even,HINSDALE STREET,SNEDIKER AVENUE,"200 LIBERTY AVENUE, Brooklyn, NY",-73.9024215, 40.6734244,1,1,1,2,3,GYDI,Brooklyn,11207,32,305
18596,3934,LIBERTY AVENUE,even,HINSDALE STREET,SNEDIKER AVENUE,"200 LIBERTY AVENUE, Brooklyn, NY",-73.9024215, 40.6734244,2,1,1,2,3,GYDI,Brooklyn,11207,32,305
18602,3935,LIBERTY AVENUE,odd,SNEDIKER AVENUE,VAN SINDEREN AVENUE,"80 SNEDIKER AVENUE, Brooklyn, NY",-73.902214, 40.673679,3,2,1,1,3,GIBI,Brooklyn,11207,32,305
18595,3936,LIBERTY AVENUE,odd,SNEDIKER AVENUE,VAN SINDEREN AVENUE,"80 SNEDIKER AVENUE, Brooklyn, NY",-73.902214, 40.673679,2,2,1,1,3,ZESE,Brooklyn,11207,32,305
18601,3937,LIBERTY AVENUE,even,HINSDALE STREET,SNEDIKER AVENUE,"200 LIBERTY AVENUE, Brooklyn, NY",-73.9024215, 40.6734244,3,1,1,2,3,GYDI,Brooklyn,11207,32,305
18726,3970,SACKMAN STREET,even,LIBERTY AVENUE,GLENMORE AVENUE,"219 SNEDIKER AVENUE, Brooklyn, NY",-73.9010409545, 40.6699836818182,8,1,1,1,24,PLAC,Brooklyn,11207,32,305
18999,4030,NEWPORT STREET,even,HINSDALE STREET,SNEDIKER AVENUE,"431 NEWPORT STREET, Brooklyn, NY",-73.898713244, 40.6610898,1,4,3,2,3,UNK,Brooklyn,11207,32,305
19003,4031,NEWPORT STREET,even,HINSDALE STREET,SNEDIKER AVENUE,"439 NEWPORT STREET, Brooklyn, NY",-73.8985234286, 40.66111895,1,4,3,2,3,UNK,Brooklyn,11207,32,305
18996,4033,RIVERDALE AVENUE,odd,SNEDIKER AVENUE,HINSDALE STREET,"505 SNEDIKER AVENUE, Brooklyn, NY",-73.8990789, 40.662563,1,2,3,1,5,PYCA,Brooklyn,11207,32,305
19000,4034,RIVERDALE AVENUE,odd,SNEDIKER AVENUE,HINSDALE STREET,"505 SNEDIKER AVENUE, Brooklyn, NY",-73.8990789, 40.662563,2,2,3,2,2,GIBI,Brooklyn,11207,32,305
19004,4035,RIVERDALE AVENUE,odd,SNEDIKER AVENUE,HINSDALE STREET,"470 RIVERDALE AVENUE, Brooklyn, NY",-73.8986769044, 40.66228075,1,1,1,3,10,ACPL,Brooklyn,11207,32,305
19008,4036,NEWPORT STREET,odd,HINSDALE STREET,SNEDIKER AVENUE,"431 NEWPORT STREET, Brooklyn, NY",-73.898713244, 40.6610898,1,1,3,2,4,UNK,Brooklyn,11207,32,305
19011,4037,NEWPORT STREET,odd,HINSDALE STREET,SNEDIKER AVENUE,"447 NEWPORT STREET, Brooklyn, NY",-73.8982674785, 40.66115815,1,1,3,2,3,GIBI,Brooklyn,11207,32,305
19019,4038,NEWPORT STREET,even,SNEDIKER AVENUE,VAN SINDEREN AVENUE,"415 NEWPORT STREET, Brooklyn, NY",-73.8994080769, 40.66096585,2,1,1,1,3,GLTR,Brooklyn,11207,32,305
19006,4040,NEWPORT STREET,odd,HINSDALE STREET,SNEDIKER AVENUE,"437 NEWPORT STREET, Brooklyn, NY",-73.8985881276, 40.661109,1,1,3,2,3,UNK,Brooklyn,11207,32,305
19010,4041,NEWPORT STREET,even,SNEDIKER AVENUE,VAN SINDEREN AVENUE,"424 NEWPORT STREET, Brooklyn, NY",-73.89907925, 40.6606151,1,1,1,2,15,ACPL,Brooklyn,11207,32,305
19013,4042,NEWPORT STREET,even,SNEDIKER AVENUE,VAN SINDEREN AVENUE,"418 NEWPORT STREET, Brooklyn, NY",-73.89924835, 40.66058755,2,1,1,1,18,ACPL,Brooklyn,11207,32,305
19024,4043,NEWPORT STREET,odd,SNEDIKER AVENUE,VAN SINDEREN AVENUE,"427 NEWPORT STREET, Brooklyn, NY",-73.8990794939, 40.661024,1,1,1,1,20,PLAC,Brooklyn,11207,32,305
19045,4044,DUMONT AVENUE,odd,SNEDIKER AVENUE,HINSDALE STREET,"391 SNEDIKER AVENUE, Brooklyn, NY",-73.8997113649, 40.6653794,1,2,3,2,4,GIBI,Brooklyn,11207,32,305
19069,4045,BLAKE AVENUE,even,ALABAMA AVENUE,WILLIAMS AVENUE,"570 BLAKE AVENUE, Brooklyn, NY",-73.8979377, 40.667242,1,4,1,2,9,GLTR,Brooklyn,11207,32,305
19074,4046,BLAKE AVENUE,odd,ALABAMA AVENUE,WILLIAMS AVENUE,"570 BLAKE AVENUE, Brooklyn, NY",-73.8979377, 40.667242,2,4,1,2,10,GLTR,Brooklyn,11207,32,305
19077,4047,BLAKE AVENUE,even,ALABAMA AVENUE,WILLIAMS AVENUE,"560 BLAKE AVENUE, Brooklyn, NY",-73.8982802, 40.6671909,1,1,1,2,8,GLTR,Brooklyn,11207,32,305
19067,4048,BLAKE AVENUE,even,ALABAMA AVENUE,WILLIAMS AVENUE,"570 BLAKE AVENUE, Brooklyn, NY",-73.8979377, 40.667242,1,1,1,2,19,UNK,Brooklyn,11207,32,305
19072,4049,BLAKE AVENUE,even,ALABAMA AVENUE,WILLIAMS AVENUE,"570 BLAKE AVENUE, Brooklyn, NY",-73.8979377, 40.667242,2,1,1,2,22,UNK,Brooklyn,11207,32,305
19075,4050,BLAKE AVENUE,odd,ALABAMA AVENUE,WILLIAMS AVENUE,"570 BLAKE AVENUE, Brooklyn, NY",-73.8979377, 40.667242,3,1,1,1,30,UNK,Brooklyn,11207,32,305
19079,4051,BLAKE AVENUE,odd,ALABAMA AVENUE,WILLIAMS AVENUE,"560 BLAKE AVENUE, Brooklyn, NY",-73.8982802, 40.6671909,1,4,1,2,15,PLAC,Brooklyn,11207,32,305
